	human	fungi	other_eukaryotes	bacteria	other	unclassified	dataset_short_name	sample_name	dataset_batch
2165	94.10110519258976	0.0298065425360866	1.267278167557779	0.5901295334325884	2.9319935725891835	1.0796869912945892	toden	SRRISOLATE_5649	toden
319	94.98665011207314	0.020272052037094	0.2211796246648793	0.6021733397793698	3.3073111238078496	0.8624137476376742	chalasani	X14906	chalasani
402	93.15782640494018	0.3898427345234639	0.6251419239092348	2.796370958646192	2.051123185191089	0.9796947927898394	chen	SRR14506726	chen
682	88.15727103267305	0.1083034657109027	0.2656084994719831	0.5983191462126788	0.9673309545905469	9.903166901340844	decruyenaere	RNA020132_S137	decruyenaere
1418	68.48211964239285	0.3905078101562031	2.49634992699854	7.876457529150584	6.862987259745195	13.891577831556631	moufarrej	SRR17333371	moufarrej_site_1
2026	94.15104675757529	0.0341508164148252	0.3993942987164901	2.482293652955598	1.404489880942843	1.5286245933949716	toden	SRRISOLATE_17944	toden
210	94.99267153071884	0.0404347955181619	0.3160824135632016	0.6164011952288021	3.178801154200172	0.8556089107708255	chalasani	X12955	chalasani
345	93.262249466871	0.0457503431275734	0.2859521446410848	5.095588216911627	0.6695550216626625	0.6409048067860509	chen	SRR14506669	chen
609	88.19647404544573	1.4666138553650483	0.7278057504305921	4.940007161532568	1.8978061305119296	2.771293056714137	decruyenaere	RNA020017_S46	decruyenaere
1190	68.89138003363045	0.576207778805014	1.690922827458171	22.239250229878103	3.219693465861789	3.382545664366469	moufarrej	SRR17333122	moufarrej_site_1
2140	94.21115982331588	0.027653774740252	1.096699699508983	0.6630905118548681	2.595904340942538	1.4054918496374755	toden	SRRISOLATE_3231	toden
98	95.10662858595528	0.0409341706939353	0.3415850188198611	0.3420000674454016	3.627576868302477	0.5412752887830514	chalasani	X10790	chalasani
350	93.26296757238126	0.0555519165411206	0.2184075350599595	4.99142220406604	0.5214179889206177	0.9502327830310144	chen	SRR14506674	chen
572	88.3219660853479	0.8033444421210815	0.9785304584551016	4.656036113731842	0.974328395242064	4.265794505102005	decruyenaere	RNA019976_S9	decruyenaere
1279	69.28917474148012	1.0523799928297957	3.459998609960384	11.527128523162911	6.784943370886071	7.886374761680708	moufarrej	SRR17333232	moufarrej_site_1
2039	94.27440729586664	0.0363132725010991	0.9078818308091606	1.4867434047144232	2.146634594944452	1.1480196011642254	toden	SRRISOLATE_1884	toden
150	95.1470263214418	0.0488202718785895	0.4666201118767633	0.5312122888043339	2.7934430380009525	1.0128779679975597	chalasani	X12889	chalasani
390	93.3238497866202	0.1303529329409911	0.2967066759002078	4.77700748266836	0.7533169496313668	0.7187661722388754	chen	SRR14506714	chen
704	88.4494444727817	0.385853633655078	0.9709849669104006	1.469554268043258	4.9212840584841295	3.802878600125417	decruyenaere	RNA020155_S160	decruyenaere
1263	69.30675445403564	0.9134573076584612	1.355010840086721	20.238811910495283	2.8415727325818607	5.344392755142041	moufarrej	SRR17333216	moufarrej_site_1
1963	94.2821853966857	0.0303527317458571	0.976687901911172	0.37043333900051	3.229140622656039	1.11120000800072	toden	SRRISOLATE_11242	toden
87	95.15576546972407	0.0243855574358804	0.1855044190658045	0.2799984541298411	3.619350157553562	0.734995942090833	chalasani	X10657	chalasani
545	93.32426465059368	0.0495324650604196	0.2150613398058558	1.9491708570325843	4.063607677637249	0.3983630098702113	chen	SRR14506869	chen
571	88.66972011298118	0.5489500923086466	0.9946625545011156	3.5314372088626302	2.7351969792989546	3.5200330520474714	decruyenaere	RNA019975_S8	decruyenaere
1329	69.38113762275245	1.0674713494269883	3.9393287865757314	4.832346646932939	10.18745374907498	10.592261845236903	moufarrej	SRR17333282	moufarrej_site_1
2180	94.30337275295648	0.0304022801710128	1.002175163137235	0.5673925544415831	3.1145335900192515	0.9821236592744456	toden	SRRISOLATE_5668	toden
133	95.21855037160398	0.022008318626598	0.2957400180623565	0.4310005551274721	3.198507784212837	0.8341929523667487	chalasani	X12808	chalasani
477	93.39654200110364	0.201622276077997	0.3693881799824957	1.9633663946703	2.6530762809331017	1.4160048672324892	chen	SRR14506801	chen
